carte_id,compte_id,type_carte,date_expiration,statut
1623,3370,CIB,2028-07-30,active
1624,1461,CIB,2024-04-06,bloquee
1625,5678,Mastercard,2025-01-27,active
1626,5699,Visa,2028-05-09,active
1627,4244,CIB,2027-05-06,active
1628,2459,Mastercard,2026-03-01,expiree
1629,608,Mastercard,2027-02-23,active
1630,3351,Mastercard,2027-12-03,active
1631,2405,CIB,2027-06-27,expiree
1632,4404,Visa,2024-03-20,expiree
1633,6341,Visa,2027-06-22,active
1634,2946,CIB,2026-07-04,bloquee
1635,5182,CIB,2025-05-04,expiree
1636,747,CIB,2024-03-29,active
1637,610,CIB,2027-04-27,active
1638,5735,Mastercard,2026-01-24,expiree
1639,1446,Visa,2028-08-21,expiree
1640,6055,CIB,2025-10-31,expiree
1641,5578,Mastercard,2024-06-07,expiree
1642,3305,Mastercard,2024-05-02,expiree
1643,3994,CIB,2027-11-19,active
1644,1719,Mastercard,2026-09-13,active
1645,3773,Mastercard,2026-05-14,active
1646,4656,Mastercard,2027-05-12,active
1647,4971,Visa,2026-11-07,active
1648,1210,Visa,2025-01-04,active
1649,5374,Visa,2024-11-20,active
1650,185,CIB,2026-11-14,active
1651,6178,Visa,2027-02-14,active
1652,5338,CIB,2025-07-31,expiree
1653,4460,Visa,2027-01-28,expiree
1654,3681,Visa,2026-12-08,active
1655,851,Mastercard,2024-03-28,expiree
1656,2573,Visa,2026-12-14,expiree
1657,6615,CIB,2028-05-13,active
1658,5837,Visa,2028-05-21,active
1659,5477,Mastercard,2028-05-23,expiree
1660,2068,Visa,2026-02-24,active
1661,1574,Visa,2028-03-20,active
1662,2348,Visa,2025-01-19,active
1663,32,Visa,2026-01-17,active
1664,6341,CIB,2028-10-22,expiree
1665,93,CIB,2024-02-12,active
1666,517,Visa,2028-03-02,bloquee
1667,4571,Mastercard,2028-09-17,active
1668,6183,CIB,2024-02-19,active
1669,3297,Visa,2026-11-19,active
1670,6,Visa,2026-12-29,active
1671,5318,Visa,2024-05-24,active
1672,6646,Visa,2025-03-20,active
1673,5003,CIB,2028-10-17,active
1674,4266,Visa,2027-05-12,active
1675,745,CIB,2028-11-22,bloquee
1676,5606,Visa,2028-06-08,active
1677,2882,CIB,2028-08-07,active
1678,1436,Mastercard,2028-12-27,bloquee
1679,4515,Visa,2027-07-07,expiree
1680,4239,Mastercard,2028-01-15,expiree
1681,4942,CIB,2027-11-23,active
1682,6497,Mastercard,2028-11-07,expiree
1683,1951,CIB,2027-04-10,active
1684,3895,Mastercard,2028-08-05,active
1685,5018,CIB,2028-08-17,expiree
1686,6938,Mastercard,2024-10-26,active
1687,2795,Mastercard,2025-05-24,expiree
1688,5127,Visa,2027-01-28,active
1689,5807,Mastercard,2026-11-15,bloquee
1690,444,Mastercard,2027-08-28,active
1691,3208,CIB,2024-09-06,active
1692,5852,CIB,2027-04-12,active
1693,6432,CIB,2027-02-17,expiree
1694,1093,Visa,2028-11-18,active
1695,6283,Visa,2028-06-20,active
1696,4761,Mastercard,2024-09-07,active
1697,1817,Visa,2024-11-10,active
1698,6789,CIB,2028-07-29,expiree
1699,2293,CIB,2025-06-25,active
1700,818,Mastercard,2024-02-21,active
1701,1912,Mastercard,2028-01-15,active
1702,2116,Mastercard,2027-09-29,bloquee
1703,2006,Visa,2027-06-29,active
1704,5235,Visa,2025-12-23,active
1705,6217,Visa,2026-01-21,active
1706,3221,Mastercard,2027-05-17,active
1707,3070,Visa,2025-07-09,expiree
1708,456,CIB,2026-09-27,active
1709,6545,Mastercard,2028-10-12,active
1710,5301,Mastercard,2025-08-07,active
1711,5126,CIB,2024-01-10,active
1712,827,CIB,2028-11-09,active
1713,6901,CIB,2028-04-05,expiree
1714,3016,Mastercard,2027-10-17,active
1715,5056,Visa,2028-11-19,active
1716,1009,Visa,2025-10-31,expiree
1717,3823,Mastercard,2025-05-21,active
1718,4342,Visa,2024-08-02,active
1719,6815,CIB,2024-04-14,active
1720,273,Mastercard,2027-11-10,expiree
1721,6418,CIB,2026-12-03,active
1722,257,Visa,2026-03-08,active
1723,804,Mastercard,2027-08-17,expiree
1724,4172,CIB,2026-01-10,active
1725,4078,CIB,2027-10-26,expiree
1726,5398,Mastercard,2027-09-09,active
1727,2033,Visa,2025-05-23,active
1728,3462,CIB,2028-10-31,active
1729,6125,Visa,2028-10-19,expiree
1730,3475,Visa,2027-11-28,active
1731,2464,CIB,2028-01-25,expiree
1732,305,CIB,2027-11-18,active
1733,2345,Visa,2026-05-17,active
1734,6620,Visa,2025-03-13,active
1735,5057,Mastercard,2027-02-10,active
1736,5170,CIB,2026-04-21,bloquee
1737,4231,CIB,2026-10-07,active
1738,2018,Mastercard,2024-12-28,bloquee
1739,3186,CIB,2026-05-28,active
1740,6127,CIB,2028-04-28,bloquee
1741,378,Mastercard,2027-10-03,active
1742,6905,Mastercard,2027-09-20,expiree
1743,5767,Mastercard,2027-09-25,active
1744,4304,Mastercard,2027-02-13,active
1745,6327,Visa,2026-05-10,active
1746,6188,Visa,2026-04-04,active
1747,1371,CIB,2028-10-04,bloquee
1748,993,Mastercard,2026-12-10,active
1749,5668,Mastercard,2025-10-07,active
1750,949,CIB,2027-12-21,active
1751,4291,Visa,2026-03-17,bloquee
1752,743,Mastercard,2026-06-03,active
1753,5203,CIB,2028-02-16,active
1754,4830,Mastercard,2025-09-03,active
1755,841,Visa,2025-08-23,active
1756,5854,Mastercard,2025-07-10,active
1757,6198,Mastercard,2024-06-19,expiree
1758,5880,CIB,2028-06-09,active
1759,4759,CIB,2026-05-28,expiree
1760,1885,Visa,2026-10-23,active
1761,322,CIB,2026-10-04,active
1762,3215,Mastercard,2025-06-29,active
1763,1753,Mastercard,2025-10-12,active
1764,4439,Mastercard,2024-10-14,active
1765,4414,Mastercard,2024-12-17,active
1766,1753,Visa,2024-07-16,active
1767,785,CIB,2025-12-26,expiree
1768,1347,CIB,2028-04-08,active
1769,5272,CIB,2024-05-25,active
1770,4674,CIB,2028-04-30,active
1771,1163,CIB,2026-02-26,active
1772,4465,Visa,2024-11-14,active
1773,3808,CIB,2026-01-06,active
1774,5030,Visa,2024-11-28,bloquee
1775,3635,Mastercard,2025-05-27,active
1776,3341,Visa,2025-02-19,active
1777,4208,Mastercard,2026-11-06,active
1778,6544,Mastercard,2028-02-19,active
1779,2112,Mastercard,2024-12-22,active
1780,2582,Visa,2024-01-18,bloquee
1781,1951,Visa,2027-12-09,expiree
1782,902,Visa,2024-09-07,active
1783,655,Visa,2024-09-12,expiree
1784,6541,CIB,2024-06-08,active
1785,5811,Mastercard,2027-10-07,bloquee
1786,3415,Mastercard,2027-01-23,active
1787,5289,Visa,2026-06-20,active
1788,2346,Visa,2028-10-07,active
1789,6602,Visa,2025-08-07,active
1790,725,CIB,2026-01-18,active
1791,6312,CIB,2026-03-26,active
1792,1753,Mastercard,2028-12-30,active
1793,100,CIB,2026-04-23,active
1794,5602,Mastercard,2025-10-02,active
1795,4913,Mastercard,2028-05-04,active
1796,3636,Mastercard,2025-03-16,active
1797,2051,Mastercard,2024-06-14,active
1798,2810,Mastercard,2027-05-04,expiree
1799,5717,Mastercard,2026-12-16,active
1800,6691,CIB,2024-03-31,active
1801,4145,Mastercard,2024-03-28,active
1802,5075,CIB,2025-09-08,bloquee
1803,4539,Visa,2027-08-15,active
1804,3599,CIB,2028-07-10,bloquee
1805,6417,CIB,2028-04-01,active
1806,2894,Mastercard,2026-07-22,active
1807,2634,Visa,2025-03-18,expiree
1808,3030,Visa,2024-05-13,active
1809,1861,Mastercard,2026-08-07,active
1810,6182,Visa,2028-05-21,active
1811,870,Visa,2025-03-05,active
1812,807,Mastercard,2024-10-26,bloquee
1813,5517,Mastercard,2024-08-31,active
1814,5533,Mastercard,2024-04-09,active
1815,1164,CIB,2027-04-19,active
1816,1787,Visa,2028-02-26,active
1817,5858,Mastercard,2028-03-27,active
1818,841,CIB,2024-06-16,expiree
1819,2228,Visa,2025-05-07,bloquee
1820,4687,Visa,2028-01-18,active
1821,5043,CIB,2026-06-10,active
1822,4635,Mastercard,2026-03-08,expiree
1823,3357,Mastercard,2026-04-25,bloquee
1824,2373,Visa,2024-07-11,expiree
1825,2259,Visa,2025-11-09,bloquee
1826,5941,CIB,2027-01-04,expiree
1827,2636,Mastercard,2027-09-12,bloquee
1828,5231,Visa,2024-06-20,expiree
1829,5976,Mastercard,2028-07-29,active
1830,6762,Mastercard,2026-05-12,expiree
1831,6557,CIB,2027-07-27,active
1832,1499,Mastercard,2025-10-02,active
1833,1469,CIB,2024-09-05,active
1834,3987,CIB,2028-04-08,active
1835,2111,CIB,2025-06-07,active
1836,227,Mastercard,2028-08-15,active
1837,1194,Visa,2026-10-21,active
1838,4490,Mastercard,2024-06-30,active
1839,6752,CIB,2025-08-02,expiree
1840,3253,Mastercard,2026-12-03,active
1841,5091,Mastercard,2027-09-23,active
1842,2498,Visa,2027-03-07,expiree
1843,4521,CIB,2028-02-20,active
1844,449,Visa,2026-07-16,active
1845,3211,Mastercard,2027-08-26,expiree
1846,6234,Mastercard,2027-08-20,active
1847,4045,CIB,2025-10-26,expiree
1848,129,CIB,2024-02-15,active
1849,3771,CIB,2026-12-07,active
1850,5173,Visa,2027-03-20,active
1851,2033,CIB,2028-01-11,active
1852,2032,Mastercard,2024-08-08,active
1853,1753,Mastercard,2025-07-26,active
1854,66,Visa,2026-01-01,active
1855,4767,Visa,2028-05-23,bloquee
1856,5969,Visa,2028-02-27,active
1857,4510,CIB,2026-08-13,active
1858,5369,Visa,2027-03-22,active
1859,3387,CIB,2024-01-09,expiree
1860,6869,Visa,2028-10-15,expiree
1861,6868,Mastercard,2025-11-16,expiree
1862,2597,Mastercard,2027-07-10,active
1863,6321,Mastercard,2024-03-23,active
1864,841,Visa,2028-04-29,active
1865,477,Visa,2024-05-04,active
1866,1515,Visa,2025-02-01,bloquee
1867,3909,Visa,2025-02-11,expiree
1868,460,CIB,2028-12-26,active
1869,3914,Mastercard,2024-06-02,active
1870,1753,Visa,2026-06-24,active
1871,772,Mastercard,2024-12-28,expiree
1872,162,Visa,2026-06-07,active
1873,5851,Visa,2026-03-29,expiree
1874,3839,CIB,2024-11-05,expiree
1875,5301,Visa,2028-10-29,active
1876,4277,Mastercard,2026-10-04,active
1877,4394,CIB,2028-07-07,active
1878,5462,Mastercard,2027-12-06,expiree
1879,420,Visa,2027-12-15,bloquee
1880,2128,Visa,2027-08-12,active
1881,3794,Visa,2025-04-22,active
1882,3696,Visa,2027-05-08,expiree
1883,2157,Visa,2027-12-09,expiree
1884,664,CIB,2026-12-21,active
1885,2974,Visa,2027-08-21,active
1886,2787,CIB,2026-09-02,active
1887,3250,Mastercard,2028-07-25,active
1888,5071,Mastercard,2026-03-01,active
1889,1290,Mastercard,2025-05-30,expiree
1890,3308,Visa,2024-02-23,active
1891,138,CIB,2024-12-06,active
1892,4815,Mastercard,2025-08-17,active
1893,2933,Mastercard,2024-10-30,active
1894,5159,Visa,2028-04-26,expiree
1895,2059,Visa,2025-04-02,active
1896,5914,CIB,2025-11-23,active
1897,4649,Visa,2025-03-14,expiree
1898,2261,CIB,2026-01-01,active
1899,479,Visa,2026-11-29,active
1900,5111,Mastercard,2027-06-11,active
1901,5875,Mastercard,2027-09-19,active
1902,547,Visa,2024-02-29,expiree
1903,1753,Visa,2025-01-15,active
1904,4160,Visa,2026-04-13,active
1905,2585,CIB,2025-10-30,active
1906,2232,Mastercard,2028-04-27,active
1907,934,Mastercard,2024-06-23,active
1908,6399,CIB,2027-04-23,bloquee
1909,2446,Visa,2026-09-21,bloquee
1910,3783,CIB,2026-12-26,active
1911,521,CIB,2024-02-28,active
1912,4040,Mastercard,2026-11-17,active
1913,1068,CIB,2025-10-20,active
1914,2422,CIB,2028-09-09,active
1915,2083,Mastercard,2024-06-17,active
1916,5859,Mastercard,2026-05-03,active
1917,5841,CIB,2026-09-20,active
1918,2143,CIB,2028-08-09,active
1919,5505,Mastercard,2026-07-15,expiree
1920,5989,Mastercard,2025-07-03,active
1921,1740,Mastercard,2026-05-19,bloquee
1922,4916,Visa,2024-07-23,active
1923,4872,Visa,2025-12-11,expiree
1924,5301,CIB,2024-04-28,active
1925,4589,Mastercard,2025-08-21,active
1926,3768,Mastercard,2028-10-21,active
1927,1996,Mastercard,2028-11-29,active
1928,6829,Visa,2028-07-17,active
1929,4232,Visa,2028-02-01,active
1930,4554,CIB,2024-01-01,active
1931,237,Mastercard,2024-12-25,active
1932,6712,Mastercard,2024-02-03,active
1933,3915,Mastercard,2027-06-05,expiree
1934,1083,Visa,2028-09-23,active
1935,6285,Visa,2024-09-27,expiree
1936,5227,Mastercard,2028-04-10,active
1937,2375,Mastercard,2028-10-12,expiree
1938,241,CIB,2028-03-11,active
1939,2144,CIB,2027-03-18,active
1940,2831,CIB,2025-02-22,active
1941,6432,Mastercard,2028-12-03,active
1942,4410,Visa,2028-01-15,active
1943,4307,CIB,2027-09-04,active
1944,3442,CIB,2026-05-03,expiree
1945,4168,Mastercard,2025-06-10,active
1946,4531,CIB,2028-11-16,active
1947,3673,Mastercard,2028-06-30,expiree
1948,595,Visa,2025-09-07,expiree
1949,3806,CIB,2024-07-02,active
1950,6020,Mastercard,2027-02-18,active
1951,2663,Mastercard,2026-06-19,active
1952,424,CIB,2028-05-27,active
1953,2517,Mastercard,2028-09-28,bloquee
1954,2603,Visa,2025-08-02,active
1955,1771,Mastercard,2027-10-06,active
1956,2267,Mastercard,2024-05-26,active
1957,6820,Visa,2025-03-03,bloquee
1958,5452,Visa,2028-09-26,active
1959,5148,Visa,2028-03-05,active
1960,1021,Visa,2024-01-22,active
1961,471,Visa,2024-06-14,bloquee
1962,5346,Visa,2027-09-18,active
1963,3370,Mastercard,2027-11-14,expiree
1964,2829,Visa,2028-01-11,active
1965,725,CIB,2026-04-25,active
1966,58,Visa,2024-07-12,active
1967,1753,Visa,2025-12-08,active
1968,6954,Visa,2024-12-30,active
1969,5972,CIB,2024-02-27,active
1970,78,Visa,2024-10-17,expiree
1971,2679,CIB,2028-11-08,active
1972,3869,CIB,2028-10-01,expiree
1973,850,CIB,2025-04-11,active
1974,5352,Visa,2026-04-08,active
1975,4867,CIB,2027-07-30,bloquee
1976,3493,Mastercard,2024-08-22,active
1977,3363,Mastercard,2028-10-08,active
1978,1069,Mastercard,2028-08-21,expiree
1979,2119,Visa,2027-05-18,bloquee
1980,6764,Mastercard,2026-08-19,active
1981,481,CIB,2024-11-19,active
1982,5006,CIB,2025-01-03,active
1983,6630,Visa,2028-05-06,expiree
1984,2411,CIB,2025-02-11,expiree
1985,4098,Mastercard,2027-08-04,active
1986,5104,CIB,2028-12-09,active
1987,769,Visa,2027-03-17,active
1988,6722,CIB,2025-01-02,active
1989,6256,CIB,2025-05-05,expiree
1990,4971,Mastercard,2024-03-24,active
1991,5460,CIB,2027-08-11,active
1992,4106,Mastercard,2027-11-17,bloquee
1993,3219,CIB,2027-08-11,active
1994,6489,Mastercard,2027-10-06,active
1995,3469,CIB,2027-12-12,active
1996,5247,Visa,2028-04-24,active
1997,5021,Mastercard,2024-04-15,expiree
1998,4479,CIB,2025-02-17,active
1999,2694,Mastercard,2025-12-31,expiree
2000,2430,CIB,2026-01-11,active
2001,3062,CIB,2024-10-16,bloquee
2002,1896,Mastercard,2028-03-29,active
2003,4411,Mastercard,2027-10-26,active
2004,2665,CIB,2028-08-19,bloquee
2005,4014,Mastercard,2027-06-04,active
2006,3915,Visa,2024-09-09,bloquee
2007,2277,Visa,2024-07-26,active
2008,28,CIB,2026-10-29,active
2009,4766,CIB,2028-10-07,active
2010,6847,CIB,2028-06-20,expiree
2011,1778,CIB,2025-04-30,active
2012,3773,Mastercard,2028-04-02,active
2013,2360,Visa,2028-05-09,active
2014,2332,Mastercard,2024-04-09,active
2015,6330,CIB,2024-07-31,expiree
2016,6545,CIB,2024-02-01,active
2017,2041,CIB,2024-09-15,active
2018,3055,Visa,2026-08-10,active
2019,857,CIB,2028-03-08,active
2020,4922,Visa,2028-08-23,bloquee
2021,3087,CIB,2027-05-18,active
2022,1206,CIB,2027-09-28,expiree
2023,1711,Mastercard,2028-06-29,active
2024,6368,Mastercard,2026-01-14,active
2025,4594,Mastercard,2024-05-26,bloquee
2026,2722,Visa,2027-07-21,bloquee
2027,6874,CIB,2027-05-02,bloquee
2028,1932,Mastercard,2024-02-03,active
2029,4144,Visa,2028-10-04,active
2030,619,Visa,2026-02-05,active
2031,1090,Mastercard,2027-05-21,active
2032,674,Visa,2024-08-26,active
2033,1277,Mastercard,2024-12-11,active
2034,3621,CIB,2028-11-12,expiree
2035,1716,CIB,2024-05-20,active
2036,855,CIB,2028-09-05,bloquee
2037,241,Visa,2025-06-19,active
2038,1126,CIB,2028-12-15,active
2039,346,Mastercard,2024-04-18,active
2040,3383,Mastercard,2024-12-04,expiree
2041,6909,Visa,2028-01-11,active
2042,978,Mastercard,2026-03-08,bloquee
2043,3016,Mastercard,2026-12-09,active
2044,3559,Visa,2025-07-23,bloquee
2045,2236,Mastercard,2027-02-05,active
2046,4519,Mastercard,2024-09-27,active
2047,4473,Mastercard,2025-08-23,active
2048,2122,Mastercard,2025-09-12,active
2049,1753,CIB,2026-08-14,active
2050,3610,Visa,2024-06-18,active
2051,3202,Mastercard,2025-10-10,active
2052,3440,CIB,2024-01-05,active
2053,6178,Visa,2027-07-07,active
2054,4340,Mastercard,2027-12-03,active
2055,4285,CIB,2027-09-13,active
2056,6807,CIB,2028-01-30,active
2057,6805,Visa,2025-10-08,active
2058,3348,Mastercard,2025-04-10,active
2059,2976,CIB,2027-09-07,active
2060,6352,Visa,2026-09-09,active
2061,261,CIB,2024-02-23,active
2062,2122,Mastercard,2024-08-23,expiree
2063,2999,Visa,2027-03-22,bloquee
2064,6515,Visa,2026-03-11,active
2065,4407,Mastercard,2024-11-01,expiree
2066,2217,Visa,2027-11-17,active
2067,1753,Mastercard,2028-12-15,active
2068,1862,Mastercard,2026-05-20,bloquee
2069,2548,CIB,2026-04-04,expiree
2070,273,CIB,2028-10-08,active
2071,1710,CIB,2024-02-23,active
2072,6595,Visa,2027-04-05,expiree
2073,2589,CIB,2025-04-15,active
2074,4267,Visa,2026-09-14,active
2075,1753,Visa,2028-09-12,active
2076,5327,CIB,2025-01-06,active
2077,6616,Visa,2026-06-29,bloquee
2078,1163,Visa,2028-05-06,expiree
2079,2293,Visa,2024-03-23,active
2080,2588,CIB,2024-12-16,active
2081,6780,Visa,2026-04-13,active
2082,4514,Mastercard,2028-11-07,active
2083,4886,Mastercard,2025-01-15,active
2084,6246,Mastercard,2024-01-25,active
2085,936,Visa,2028-01-07,active
2086,1618,Visa,2025-12-10,bloquee
2087,3540,CIB,2025-01-16,active
2088,2266,Mastercard,2025-10-02,active
2089,4068,Visa,2026-12-30,active
2090,5925,Mastercard,2025-03-02,expiree
2091,3856,CIB,2024-03-09,expiree
2092,297,CIB,2026-02-27,active
2093,4844,CIB,2028-03-22,active
2094,4664,CIB,2025-05-30,active
2095,6641,CIB,2025-06-22,active
2096,1387,Mastercard,2026-06-05,active
2097,1742,Visa,2027-05-28,active
2098,1401,CIB,2028-02-25,active
2099,5695,Mastercard,2026-06-03,active
2100,6960,CIB,2027-09-26,expiree
2101,1533,CIB,2025-05-19,active
2102,1504,Visa,2026-02-22,active
2103,4706,Visa,2027-11-08,bloquee
2104,6069,CIB,2025-10-29,active
2105,855,Visa,2026-11-23,active
2106,3188,Mastercard,2025-02-27,bloquee
2107,5281,CIB,2026-05-20,active
2108,6650,Visa,2026-05-12,active
2109,3067,CIB,2024-10-07,active
2110,3381,Visa,2026-04-28,active
2111,33,Mastercard,2027-11-24,active
2112,362,Mastercard,2026-09-26,active
2113,1753,Visa,2025-07-02,active
2114,6884,Visa,2026-04-12,active
2115,2903,CIB,2028-07-28,expiree
2116,3003,CIB,2027-03-08,active
2117,6382,Mastercard,2026-09-18,bloquee
2118,6002,CIB,2027-10-28,active
2119,2853,Mastercard,2025-02-27,expiree
2120,1301,CIB,2026-09-28,active
2121,293,Mastercard,2027-08-08,active
2122,8,Visa,2027-08-25,bloquee
2123,2031,Visa,2026-07-23,active
2124,4869,Mastercard,2025-01-23,active
2125,3087,CIB,2028-01-18,active
2126,5626,Mastercard,2028-12-20,bloquee
2127,4669,Visa,2026-12-18,active
2128,5642,CIB,2026-01-08,active
2129,4622,CIB,2025-02-18,expiree
2130,6108,Visa,2028-04-29,active
2131,5149,CIB,2028-04-09,expiree
2132,6457,CIB,2028-05-17,expiree
2133,1844,Visa,2028-12-07,expiree
2134,3882,Visa,2024-12-23,active
2135,6452,Mastercard,2025-03-24,active
2136,3764,CIB,2026-03-16,active
2137,896,Visa,2024-06-03,expiree
2138,5330,CIB,2025-02-10,active
2139,6313,Visa,2025-06-04,active
2140,244,Visa,2025-06-05,active
2141,6497,CIB,2025-02-27,expiree
2142,5034,CIB,2028-11-07,expiree
2143,5719,Visa,2026-10-31,expiree
2144,2722,Visa,2025-06-08,active
2145,367,Visa,2025-07-07,expiree
2146,3249,Visa,2028-09-07,active
2147,5080,Mastercard,2024-04-09,active
2148,5231,CIB,2024-11-19,active
2149,3779,Visa,2027-03-25,active
2150,1609,Mastercard,2027-03-30,active
2151,5539,CIB,2028-12-24,active
2152,6271,Visa,2024-06-04,active
2153,1260,Mastercard,2024-09-18,expiree
2154,1518,CIB,2028-05-04,active
2155,4183,Visa,2024-03-07,bloquee
2156,6347,CIB,2027-11-19,bloquee
2157,3136,CIB,2026-05-21,bloquee
2158,1109,Mastercard,2024-12-07,active
2159,6338,Visa,2025-12-30,active
2160,5442,CIB,2028-02-26,active
2161,1354,CIB,2026-12-04,active
2162,231,Visa,2025-03-29,active
2163,6271,Mastercard,2028-04-21,active
2164,2212,Mastercard,2025-12-13,active
2165,6154,CIB,2027-10-03,active
2166,4636,CIB,2028-03-03,active
2167,3381,CIB,2025-07-26,expiree
2168,6181,CIB,2026-11-21,active
2169,6469,Mastercard,2028-02-15,active
2170,6324,Mastercard,2027-09-26,active
2171,5395,Visa,2024-05-18,active
2172,965,CIB,2024-09-16,expiree
2173,514,Visa,2027-02-12,active
2174,4379,Visa,2026-12-21,active
2175,1237,CIB,2027-12-31,active
2176,2869,Visa,2026-11-17,expiree
2177,950,Mastercard,2026-09-22,active
2178,5924,CIB,2027-09-10,active
2179,1183,CIB,2026-04-25,active
2180,5912,Mastercard,2024-06-24,active
2181,700,Mastercard,2026-08-02,active
2182,1249,Visa,2028-06-09,expiree
2183,6760,Mastercard,2026-03-08,active
2184,1239,CIB,2025-04-04,expiree
2185,1753,Mastercard,2028-12-09,active
2186,5170,Visa,2025-12-24,active
2187,4251,Mastercard,2026-08-07,active
2188,3014,Visa,2024-10-01,active
2189,4889,Mastercard,2024-03-13,bloquee
2190,9,CIB,2024-10-15,active
2191,636,Visa,2024-11-30,active
2192,4465,Visa,2028-09-21,active
2193,2957,Mastercard,2025-12-31,active
2194,3781,Mastercard,2028-11-01,expiree
2195,3403,Visa,2028-05-15,active
2196,5444,Visa,2028-12-04,active
2197,3587,Mastercard,2024-07-21,bloquee
2198,6503,Visa,2026-12-12,active
2199,2582,Mastercard,2028-12-04,active
2200,443,CIB,2025-10-25,active
2201,6557,CIB,2026-03-08,active
2202,6463,Visa,2024-03-29,bloquee
2203,3073,CIB,2026-04-27,active
2204,511,CIB,2024-08-03,active
2205,58,Mastercard,2028-12-27,active
2206,6677,CIB,2024-10-17,active
2207,2341,Visa,2025-08-15,active
2208,5110,CIB,2025-06-07,active
2209,4199,Mastercard,2024-02-23,expiree
2210,2573,CIB,2024-05-29,active
2211,27,Mastercard,2028-10-18,expiree
2212,6180,Visa,2027-08-30,active
2213,5602,Visa,2024-07-05,active
2214,1185,Visa,2028-11-22,active
2215,6792,Mastercard,2027-02-22,active
2216,3537,CIB,2025-05-18,expiree
2217,270,CIB,2027-04-03,active
2218,5419,Mastercard,2028-12-04,active
2219,3894,CIB,2028-07-13,active
2220,2039,Visa,2028-06-19,active
2221,4725,Mastercard,2026-10-29,active
2222,6157,Visa,2026-03-05,bloquee
2223,5539,Visa,2025-04-04,expiree
2224,4470,CIB,2028-08-30,active
2225,1753,Visa,2027-12-28,active
2226,6864,CIB,2028-09-29,expiree
2227,1753,CIB,2026-01-10,active
2228,880,CIB,2027-12-13,active
2229,2360,Visa,2028-03-04,active
2230,5717,Visa,2027-12-13,expiree
2231,1387,Visa,2025-06-20,active
2232,5784,CIB,2024-12-20,active
2233,6775,CIB,2024-12-27,active
2234,4776,Mastercard,2027-07-24,active
2235,3953,Visa,2028-08-21,active
2236,5465,Mastercard,2026-08-24,active
2237,4240,Mastercard,2027-09-12,expiree
2238,207,Visa,2026-02-28,expiree
2239,1503,Mastercard,2027-10-10,expiree
2240,3423,Mastercard,2024-10-14,active
2241,2783,Mastercard,2026-12-23,active
2242,4782,CIB,2027-01-01,active
2243,4266,Visa,2026-02-28,active
2244,6702,Visa,2024-07-26,bloquee
2245,2860,Visa,2028-12-30,bloquee
2246,3635,Mastercard,2026-07-23,active
2247,6226,Mastercard,2025-06-12,active
2248,4075,Visa,2024-12-06,active
2249,2667,CIB,2027-11-20,expiree
2250,2350,CIB,2024-05-29,active
2251,1753,Mastercard,2027-06-03,active
2252,1647,Mastercard,2026-07-13,active
2253,2608,Visa,2026-09-23,active
2254,6455,Mastercard,2024-01-29,active
2255,3779,CIB,2024-07-23,active
2256,1409,Mastercard,2027-02-19,expiree
2257,5133,Mastercard,2028-09-06,active
2258,2425,Mastercard,2024-05-12,active
2259,6793,Mastercard,2028-05-08,active
2260,1110,CIB,2025-03-08,bloquee
2261,4988,Visa,2027-07-24,active
2262,2234,CIB,2025-12-12,active
2263,4564,Visa,2024-09-20,active
2264,6855,Mastercard,2025-06-22,expiree
2265,3741,Mastercard,2028-04-17,active
2266,2214,Visa,2027-09-12,active
2267,3642,CIB,2026-03-18,bloquee
2268,4907,Visa,2024-09-12,active
2269,6011,Visa,2025-10-26,active
2270,1430,CIB,2024-06-27,active
2271,3519,CIB,2025-11-23,active
2272,4352,Mastercard,2026-08-17,active
2273,4913,Visa,2028-08-18,bloquee
2274,4056,Visa,2025-12-23,active
2275,843,Mastercard,2027-06-07,active
2276,5511,Visa,2026-10-02,expiree
2277,1922,CIB,2028-09-22,expiree
2278,3688,Visa,2024-11-26,expiree
2279,2802,CIB,2026-01-05,active
2280,3109,CIB,2025-04-13,active
2281,1624,CIB,2028-12-28,active
2282,3968,CIB,2027-12-21,expiree
2283,4130,Mastercard,2025-08-26,active
2284,2264,CIB,2024-05-26,active
2285,1430,Visa,2024-10-25,active
2286,6022,CIB,2028-05-14,active
2287,29,Visa,2028-05-09,active
2288,914,CIB,2026-11-04,active
2289,2842,CIB,2024-09-29,expiree
2290,4011,Visa,2025-07-08,active
2291,5959,Visa,2025-08-28,active
2292,848,Mastercard,2028-11-21,expiree
2293,6446,Mastercard,2026-04-06,bloquee
2294,3719,CIB,2027-02-10,expiree
2295,4747,CIB,2027-04-21,bloquee
2296,4106,Visa,2026-12-04,active
2297,4896,Visa,2024-11-14,active
2298,1470,Visa,2025-12-09,active
2299,4001,CIB,2028-01-29,active
2300,1317,CIB,2027-10-12,active
2301,3753,CIB,2025-06-20,active
2302,58,Visa,2025-02-09,active
2303,1929,Visa,2025-12-18,bloquee
2304,4886,Visa,2027-06-04,bloquee
2305,3372,Visa,2025-11-05,active
2306,2083,CIB,2027-01-09,bloquee
2307,6523,CIB,2027-11-04,active
2308,1728,Visa,2024-07-24,active
2309,1439,CIB,2025-05-17,active
2310,84,CIB,2028-12-02,active
2311,607,Mastercard,2028-01-03,active
2312,2783,Visa,2024-05-27,active
2313,1255,CIB,2024-10-17,active
2314,2662,Visa,2024-05-04,active
