compte_id,client_id,type_compte,date_ouverture,solde,statut
1606,2808,courant,2021-02-23,215154.29,actif
1607,3910,epargne,2015-09-02,9381.53,actif
1608,614,courant,2016-06-08,287460.41,actif
1609,1645,professionnel,2018-01-08,67234.39,actif
1610,3799,courant,2016-06-23,474818.85,actif
1611,48,professionnel,2015-10-18,209936.01,actif
1612,4333,courant,2022-11-07,242926.77,actif
1613,3277,epargne,2021-10-22,55448.64,actif
1614,3425,courant,2023-01-24,487808.23,cloture
1615,3203,epargne,2018-09-19,354355.77,actif
1616,2900,courant,2015-04-02,286221.45,actif
1617,1422,courant,2019-08-14,211829.63,actif
1618,3487,professionnel,2017-06-30,428694.85,actif
1619,1685,courant,2021-12-24,57333.1,actif
1620,2122,epargne,2016-08-01,482498.8,actif
1621,1639,professionnel,2016-09-08,194544.7,actif
1622,2357,courant,2018-05-06,229883.35,actif
1623,3182,professionnel,2021-02-27,238304.4,actif
1624,260,epargne,2018-07-19,395019.55,actif
1625,1476,professionnel,2015-10-07,409394.73,cloture
1626,570,epargne,2020-07-29,429174.0,actif
1627,4510,epargne,2015-05-03,499002.7,cloture
1628,4051,professionnel,2018-03-19,86217.76,actif
1629,96976,courant,2019-11-19,280180.96,actif
1630,2185,epargne,2016-04-28,384291.22,actif
1631,2201,epargne,2022-04-15,390452.4,cloture
1632,4105,epargne,2019-05-07,224317.63,cloture
1633,89,courant,2021-02-08,437073.24,cloture
1634,3029,professionnel,2018-11-01,189250.16,cloture
1635,3425,professionnel,2015-09-15,140436.99,actif
1636,1621,professionnel,2022-05-19,366971.1,actif
1637,100,courant,2020-10-06,113568.26,cloture
1638,2564,epargne,2019-07-23,87190.54,actif
1639,2282,courant,2020-06-19,390114.94,actif
1640,267,professionnel,2018-10-01,238477.79,actif
1641,3501,courant,2020-03-08,244364.38,actif
1642,3364,professionnel,2016-08-06,146800.01,actif
1643,4281,epargne,2019-09-10,106139.33,actif
1644,3074,courant,2022-09-05,421620.67,suspendu
1645,2879,epargne,2019-05-13,448048.7,cloture
1646,1077,professionnel,2021-08-06,377509.18,actif
1647,551,epargne,2020-01-20,441134.02,actif
1648,3054,professionnel,2015-07-28,469191.23,actif
1649,3895,professionnel,2017-11-03,288432.34,actif
1650,4236,epargne,2020-09-09,20504.85,actif
1651,4605,epargne,2015-05-07,145027.97,actif
1652,3375,epargne,2015-07-26,168730.46,actif
1653,2032,epargne,2019-07-18,457423.42,actif
1654,2013,courant,2015-06-18,198179.02,actif
1655,1729,courant,2021-11-18,235501.6,cloture
1656,986,professionnel,2017-04-22,91518.2,actif
1657,3362,epargne,2019-10-14,388050.76,actif
1658,4194,epargne,2023-08-24,323521.36,actif
1659,1787,professionnel,2020-08-09,338126.39,cloture
1660,383,epargne,2023-01-04,375714.94,actif
1661,1675,epargne,2017-11-17,348187.79,actif
1662,4127,epargne,2021-10-20,12035.2,cloture
1663,2644,courant,2020-02-24,285500.85,actif
1664,967,professionnel,2022-09-30,29341.35,actif
1665,4596,epargne,2016-04-28,272532.52,actif
1666,3628,courant,2021-12-04,195377.08,actif
1667,502,courant,2021-11-04,381503.01,actif
1668,122,epargne,2018-04-05,471752.69,actif
1669,1453,professionnel,2016-05-12,336451.95,actif
1670,4396,courant,2023-05-07,59999.02,actif
1671,2645,courant,2018-12-21,231825.28,actif
1672,50,professionnel,2022-03-12,411179.27,actif
1673,2150,courant,2021-11-22,293656.13,actif
1674,1690,professionnel,2018-12-27,486238.07,actif
1675,1945,epargne,2020-02-23,343543.94,actif
1676,158,courant,2019-10-21,179396.27,actif
1677,3429,epargne,2015-06-16,496941.95,actif
1678,521,professionnel,2020-10-13,409763.01,actif
1679,17,epargne,2019-05-26,498117.08,actif
1680,2225,courant,2023-09-21,371249.57,actif
1681,2010,courant,2017-06-30,391405.0,actif
1682,618,epargne,2016-11-24,207142.64,actif
1683,46,epargne,2021-05-31,476924.08,actif
1684,1817,professionnel,2016-12-08,171869.91,actif
1685,4751,courant,2016-10-01,189806.84,cloture
1686,4759,professionnel,2017-05-31,450626.25,actif
1687,764,epargne,2015-01-10,99856.58,actif
1688,380,courant,2023-02-05,27199.61,actif
1689,1279,epargne,2020-01-28,21265.64,cloture
1690,1668,courant,2023-09-24,314551.94,actif
1691,538,epargne,2017-09-17,201055.58,actif
1692,4921,epargne,2017-12-16,325640.99,cloture
1693,2451,professionnel,2020-07-20,376132.96,actif
1694,158,epargne,2017-07-04,258170.07,actif
1695,2777,professionnel,2018-02-16,320792.97,actif
1696,2258,courant,2016-04-12,209474.19,actif
1697,4853,professionnel,2016-11-29,359616.17,cloture
1698,3153,courant,2017-12-01,399904.54,actif
1699,1085,courant,2015-07-25,265191.89,cloture
1700,1967,professionnel,2017-01-15,228144.74,actif
1701,1436,epargne,2018-04-24,336258.92,cloture
1702,2299,epargne,2018-09-18,163031.79,actif
1703,1507,professionnel,2019-04-22,167003.94,actif
1704,3970,courant,2016-05-19,89321.35,actif
1705,96976,professionnel,2017-06-05,149128.3,actif
1706,3064,courant,2021-12-09,298335.38,actif
1707,1280,courant,2022-10-20,182115.93,actif
1708,4517,epargne,2022-09-05,202534.53,cloture
1709,482,courant,2021-05-29,324512.6,actif
1710,1081,epargne,2019-02-14,187716.31,actif
1711,2526,courant,2020-12-26,177429.9,actif
1712,3481,epargne,2023-07-12,376949.62,actif
1713,3602,epargne,2019-09-26,339834.84,suspendu
1714,3278,professionnel,2019-08-18,420200.08,cloture
1715,4480,courant,2017-01-08,176139.09,actif
1716,3701,epargne,2019-03-26,258885.38,actif
1717,3278,epargne,2017-08-04,499531.37,suspendu
1718,1891,epargne,2015-08-27,190579.74,cloture
1719,4951,professionnel,2021-12-08,141851.9,actif
1720,3055,professionnel,2020-04-12,283473.81,actif
1721,1427,courant,2015-11-10,475657.93,actif
1722,4297,epargne,2018-02-20,82892.78,actif
1723,1056,courant,2021-07-13,208476.44,actif
1724,3717,professionnel,2021-12-11,88460.36,cloture
1725,3089,professionnel,2017-08-16,293993.85,actif
1726,4491,courant,2018-08-31,160308.13,actif
1727,3912,epargne,2023-10-04,231995.66,actif
1728,1535,epargne,2022-05-19,6178.65,actif
1729,2088,professionnel,2017-12-08,24427.87,suspendu
1730,2061,professionnel,2019-03-15,47822.82,actif
1731,4325,professionnel,2018-03-24,488024.13,actif
1732,1268,courant,2021-11-05,4921.76,actif
1733,545,epargne,2020-01-23,24835.17,suspendu
1734,3821,epargne,2017-07-01,420037.89,actif
1735,552,epargne,2018-11-10,426453.53,cloture
1736,4621,courant,2018-09-14,150259.5,actif
1737,4232,professionnel,2023-06-08,160698.58,suspendu
1738,96976,epargne,2017-04-02,16586.01,actif
1739,3562,professionnel,2020-07-26,416411.63,actif
1740,1309,professionnel,2017-04-21,148425.74,actif
1741,1240,courant,2023-10-28,91325.73,actif
1742,1902,courant,2023-03-30,496663.1,actif
1743,839,professionnel,2019-06-10,279349.66,actif
1744,1025,professionnel,2015-07-30,324517.5,cloture
1745,3296,professionnel,2017-03-29,439673.38,actif
1746,2986,courant,2015-01-18,224284.95,actif
1747,824,professionnel,2022-04-29,285935.47,suspendu
1748,1253,professionnel,2019-12-10,424787.06,actif
1749,2031,epargne,2023-05-08,128813.74,actif
1750,2605,courant,2016-03-26,328324.23,actif
1751,2587,epargne,2016-08-25,6366.36,actif
1752,4063,courant,2017-11-19,36637.29,suspendu
1753,2865,courant,2018-11-03,209521.86,cloture
1754,1470,courant,2017-06-30,347504.9,cloture
1755,4783,professionnel,2016-03-17,295393.15,actif
1756,1585,courant,2022-10-26,20157.39,actif
1757,1507,epargne,2020-04-13,137530.84,actif
1758,4506,professionnel,2015-01-01,389865.36,actif
1759,211,epargne,2022-01-28,433000.68,cloture
1760,2583,courant,2015-02-01,345914.11,actif
1761,2633,courant,2016-03-18,393213.8,actif
1762,4566,epargne,2016-07-12,241660.63,actif
1763,1364,professionnel,2020-11-26,39228.5,actif
1764,1578,epargne,2015-08-19,302509.27,actif
1765,2901,professionnel,2015-01-10,172156.58,actif
1766,648,professionnel,2016-08-16,160480.47,cloture
1767,2135,epargne,2021-09-04,334538.44,actif
1768,959,epargne,2015-10-19,323306.23,cloture
1769,23,courant,2019-11-07,5653.96,actif
1770,96976,professionnel,2020-04-19,159466.61,actif
1771,4421,epargne,2015-04-25,497230.51,actif
1772,4473,courant,2018-01-12,40717.45,actif
1773,1713,professionnel,2021-07-05,196828.12,actif
1774,327,courant,2023-09-28,185873.36,cloture
1775,4544,epargne,2019-09-28,314171.02,actif
1776,173,professionnel,2022-07-26,267089.1,actif
1777,3210,epargne,2017-09-05,304040.25,actif
1778,3131,epargne,2022-06-10,354646.99,actif
1779,1669,professionnel,2019-01-10,171272.9,actif
1780,1640,courant,2018-03-25,302450.7,actif
1781,2160,courant,2023-07-24,453941.53,suspendu
1782,3539,epargne,2015-09-22,252794.56,suspendu
1783,4575,epargne,2015-09-22,298290.43,actif
1784,963,professionnel,2016-07-29,270425.7,actif
1785,2312,courant,2016-05-05,45937.75,actif
1786,1190,epargne,2021-06-10,50129.99,actif
1787,2259,professionnel,2020-10-04,280438.61,actif
1788,3272,courant,2018-03-04,329069.8,actif
1789,3304,courant,2020-01-09,497097.5,cloture
1790,1302,courant,2015-04-23,156769.72,actif
1791,3854,professionnel,2015-02-13,238024.4,suspendu
1792,2977,professionnel,2019-09-27,148132.94,actif
1793,465,professionnel,2017-05-04,459266.94,cloture
1794,655,epargne,2016-01-30,144637.73,actif
1795,4689,epargne,2019-02-24,288289.54,actif
1796,3981,epargne,2021-12-11,66135.26,actif
1797,2034,epargne,2021-05-24,461424.54,actif
1798,112,courant,2021-07-16,36836.22,actif
1799,135,courant,2021-05-12,243080.91,actif
1800,3674,courant,2018-09-04,453424.76,actif
1801,96976,epargne,2015-11-19,196685.36,actif
1802,3243,courant,2022-05-20,414617.52,actif
1803,1059,professionnel,2016-06-29,323489.68,actif
1804,66,professionnel,2017-01-19,5474.5,actif
1805,359,professionnel,2017-01-04,494218.31,actif
1806,1944,professionnel,2015-06-29,71581.2,actif
1807,4984,epargne,2020-10-07,79039.8,actif
1808,3769,epargne,2022-12-14,348056.9,actif
1809,919,professionnel,2018-03-05,484587.91,actif
1810,4370,epargne,2015-09-25,66523.97,suspendu
1811,2858,epargne,2020-01-09,330793.11,actif
1812,2240,professionnel,2017-05-01,21922.37,actif
1813,4562,professionnel,2019-10-16,346742.9,suspendu
1814,1845,professionnel,2016-07-16,62177.86,actif
1815,4597,courant,2021-08-15,173930.39,actif
1816,1732,epargne,2019-10-25,381044.53,actif
1817,3328,courant,2017-11-09,298558.98,actif
1818,1224,courant,2023-05-24,308265.51,actif
1819,3338,epargne,2015-03-17,117366.87,cloture
1820,841,epargne,2017-05-17,154798.46,actif
1821,3668,courant,2020-01-16,224454.87,actif
1822,3454,epargne,2015-04-10,65540.91,actif
1823,516,epargne,2023-07-29,182582.96,actif
1824,96976,professionnel,2015-01-28,33925.77,actif
1825,739,epargne,2023-06-16,404481.65,actif
1826,443,epargne,2023-12-16,220018.85,actif
1827,1057,courant,2019-05-08,151111.06,actif
1828,4840,epargne,2020-03-26,221168.82,actif
1829,3076,epargne,2021-03-20,106897.08,actif
1830,2621,professionnel,2022-12-15,291762.32,actif
1831,3771,courant,2016-05-11,379235.64,suspendu
1832,4716,professionnel,2021-10-08,217363.61,actif
1833,2461,professionnel,2021-11-19,290368.23,actif
1834,3182,courant,2018-12-31,97404.14,actif
1835,4975,epargne,2019-06-28,313600.64,actif
1836,3244,professionnel,2015-02-12,187127.66,actif
1837,1522,courant,2023-02-19,423782.48,cloture
1838,96976,professionnel,2019-07-07,122180.33,actif
1839,822,professionnel,2018-02-27,81971.2,actif
1840,3543,epargne,2019-02-12,108506.94,cloture
1841,1177,professionnel,2023-02-24,106350.72,actif
1842,1724,professionnel,2021-11-20,144547.91,actif
1843,4594,courant,2020-06-24,120036.53,actif
1844,3235,epargne,2021-05-25,308655.76,actif
1845,1531,epargne,2017-10-24,219648.03,suspendu
1846,1307,courant,2020-10-02,325852.78,actif
1847,1953,professionnel,2018-02-07,10845.54,actif
1848,2,courant,2022-03-15,308423.67,actif
1849,1436,professionnel,2019-09-30,146667.54,actif
1850,2433,epargne,2016-03-14,302324.98,actif
1851,4982,courant,2023-03-22,165699.71,actif
1852,689,epargne,2019-07-28,345021.78,actif
1853,96976,courant,2022-07-13,161803.73,actif
1854,4992,professionnel,2016-03-07,100869.75,suspendu
1855,1019,courant,2015-01-24,358310.5,actif
1856,2330,courant,2018-08-19,336717.32,actif
1857,3544,professionnel,2017-07-24,456805.48,actif
1858,3830,epargne,2018-09-18,101876.02,actif
1859,4148,professionnel,2015-07-29,477470.81,actif
1860,2448,professionnel,2023-02-19,14138.58,cloture
1861,29,courant,2021-02-24,26179.97,actif
1862,284,epargne,2020-04-30,84732.86,actif
1863,2493,courant,2019-11-23,42407.17,cloture
1864,3875,professionnel,2020-01-23,363962.29,actif
1865,4064,epargne,2015-04-25,337698.75,cloture
1866,3877,epargne,2023-08-13,83502.24,actif
1867,1129,epargne,2015-01-16,420928.68,actif
1868,1310,courant,2015-09-06,122555.13,actif
1869,4165,professionnel,2021-01-26,317146.37,cloture
1870,3306,epargne,2022-01-01,364464.25,actif
1871,3669,epargne,2020-05-11,297506.3,actif
1872,1712,courant,2023-11-23,462655.75,suspendu
1873,4676,professionnel,2023-03-29,374280.81,cloture
1874,2276,professionnel,2016-04-25,128843.73,suspendu
1875,4146,epargne,2015-08-02,294638.66,actif
1876,2581,epargne,2015-03-30,433387.71,actif
1877,1701,courant,2022-02-03,387538.78,actif
1878,1774,courant,2017-03-29,372650.78,suspendu
1879,2108,epargne,2016-09-22,65381.15,actif
1880,4490,professionnel,2016-04-08,330266.45,suspendu
1881,2700,professionnel,2019-11-27,281192.44,actif
1882,2061,courant,2015-01-26,349901.62,actif
1883,3690,epargne,2017-10-12,68735.33,actif
1884,4847,professionnel,2020-03-05,469523.41,actif
1885,1324,epargne,2021-10-07,357566.22,actif
1886,4028,courant,2023-09-26,387175.62,actif
1887,1055,courant,2022-08-29,262929.8,actif
1888,3958,courant,2020-08-11,328632.24,suspendu
1889,2377,courant,2021-08-07,261078.27,actif
1890,632,professionnel,2018-05-27,348953.94,actif
1891,3032,epargne,2020-03-16,233769.32,suspendu
1892,4911,professionnel,2019-08-12,195707.5,cloture
1893,2659,professionnel,2022-04-15,343349.26,actif
1894,4648,epargne,2018-04-13,441797.03,actif
1895,31,professionnel,2022-07-26,77082.65,actif
1896,978,courant,2016-01-04,286965.05,actif
1897,686,epargne,2021-10-26,66204.23,actif
1898,2644,epargne,2020-06-03,366227.45,actif
1899,3329,epargne,2020-08-15,249631.12,suspendu
1900,3266,epargne,2020-07-29,375803.94,actif
1901,4044,epargne,2016-09-12,495599.02,actif
1902,3853,epargne,2019-09-03,2860.43,actif
1903,4291,epargne,2020-09-28,260509.76,cloture
1904,4350,courant,2019-12-15,341646.68,actif
1905,3398,epargne,2021-01-01,127677.0,actif
1906,1435,epargne,2020-02-23,130006.05,cloture
1907,4823,professionnel,2023-01-13,466476.68,actif
1908,1653,courant,2021-12-01,456074.67,suspendu
1909,140,professionnel,2018-12-21,418248.7,cloture
1910,344,professionnel,2016-01-30,226317.65,suspendu
1911,3345,courant,2015-10-11,440948.44,actif
1912,2194,courant,2018-08-11,256347.27,actif
1913,1421,courant,2020-08-29,365661.01,actif
1914,4381,courant,2015-07-08,491559.63,cloture
1915,2278,professionnel,2016-03-05,106295.58,actif
1916,100,professionnel,2022-05-16,318985.02,cloture
1917,3897,professionnel,2023-04-01,434003.29,suspendu
1918,4718,epargne,2017-04-18,420349.82,actif
1919,1253,professionnel,2019-07-28,54757.94,actif
1920,4993,epargne,2023-12-17,6591.26,actif
1921,347,epargne,2018-06-25,176968.74,cloture
1922,4032,epargne,2023-09-01,486841.34,actif
1923,2637,epargne,2018-10-16,286518.59,actif
1924,2759,professionnel,2015-10-08,70177.91,suspendu
1925,9,courant,2019-04-09,135132.43,actif
1926,363,courant,2016-07-13,176887.12,actif
1927,1147,epargne,2023-11-09,140183.34,cloture
1928,96976,epargne,2018-04-03,422192.01,actif
1929,1863,courant,2022-06-27,332493.95,actif
1930,4363,epargne,2022-10-31,181287.09,actif
1931,932,professionnel,2020-04-02,33346.84,cloture
1932,2190,professionnel,2023-11-22,360817.26,actif
1933,4104,professionnel,2017-03-13,419549.53,actif
1934,4260,epargne,2023-10-01,402990.45,actif
1935,4674,epargne,2017-09-16,122346.28,cloture
1936,1379,epargne,2015-07-13,368414.33,actif
1937,96976,epargne,2019-10-06,82873.17,actif
1938,3937,epargne,2023-10-14,104893.48,cloture
1939,3633,courant,2015-01-16,191974.54,actif
1940,4837,courant,2016-06-21,185765.23,suspendu
1941,4339,courant,2022-12-22,270441.18,actif
1942,1202,epargne,2021-02-26,410851.15,actif
1943,3395,professionnel,2015-05-26,466782.09,suspendu
1944,1930,courant,2022-10-30,362466.36,actif
1945,3882,courant,2022-08-30,312336.9,suspendu
1946,221,courant,2017-11-30,113999.5,actif
1947,4696,courant,2015-08-12,354214.72,cloture
1948,3510,epargne,2019-08-22,436460.55,actif
1949,3671,courant,2019-10-10,404959.9,suspendu
1950,4759,epargne,2019-06-01,35300.66,cloture
1951,3447,epargne,2020-05-04,156937.27,actif
1952,635,professionnel,2015-09-05,421496.46,actif
1953,3792,professionnel,2016-02-17,176371.18,actif
1954,4048,professionnel,2015-12-27,278913.18,actif
1955,4178,professionnel,2021-08-24,83824.13,cloture
1956,1722,professionnel,2019-06-26,275247.02,actif
1957,1683,professionnel,2015-05-23,430622.28,suspendu
1958,3924,epargne,2016-05-07,75468.84,actif
1959,892,courant,2016-12-12,467827.09,cloture
1960,4937,courant,2020-09-04,369113.87,actif
1961,4480,courant,2017-08-19,464199.16,actif
1962,4424,professionnel,2021-08-01,423667.27,cloture
1963,806,professionnel,2017-04-11,407739.67,actif
1964,4002,courant,2021-11-01,194011.99,cloture
1965,4883,courant,2017-01-05,23537.66,actif
1966,1798,epargne,2017-06-30,294739.85,actif
1967,96976,professionnel,2018-12-06,111951.85,suspendu
1968,4190,professionnel,2022-06-06,330676.47,actif
1969,3721,courant,2019-02-16,356924.06,actif
1970,4021,epargne,2022-10-30,255516.24,actif
1971,4249,professionnel,2018-10-31,498271.86,actif
1972,2903,professionnel,2022-08-03,6634.85,actif
1973,1935,professionnel,2016-09-23,382971.08,cloture
1974,1787,courant,2020-06-29,164634.8,actif
1975,2608,epargne,2015-07-23,178738.2,actif
1976,4300,epargne,2018-10-15,258289.14,actif
1977,2296,epargne,2015-10-05,155589.82,suspendu
1978,4403,courant,2016-10-12,485929.29,actif
1979,2528,epargne,2015-11-16,325700.35,actif
1980,1249,courant,2020-06-28,425415.88,actif
1981,4389,epargne,2016-12-08,162149.67,cloture
1982,4374,professionnel,2016-04-08,371827.29,actif
1983,3588,epargne,2022-08-05,268863.42,cloture
1984,1165,courant,2020-02-23,402148.28,actif
1985,2926,epargne,2023-09-19,145961.26,actif
1986,3876,professionnel,2019-12-29,12369.86,cloture
1987,1900,epargne,2022-04-08,476889.42,cloture
1988,544,epargne,2018-09-16,468815.86,actif
1989,3931,courant,2023-06-26,253015.96,actif
1990,96976,epargne,2023-06-23,183025.74,actif
1991,1313,professionnel,2017-07-04,331273.19,actif
1992,4171,epargne,2018-07-18,355335.18,actif
1993,727,epargne,2021-04-07,460883.33,actif
1994,1341,courant,2018-11-09,87525.17,actif
1995,3055,courant,2020-11-25,313414.4,actif
1996,2028,professionnel,2022-05-13,398548.49,actif
1997,3823,courant,2020-02-07,145818.48,actif
1998,3858,professionnel,2019-05-02,194388.1,actif
1999,2830,professionnel,2021-01-25,272384.67,actif
2000,3990,epargne,2016-12-14,212347.39,actif
2001,2759,courant,2017-09-30,448779.92,actif
2002,96976,epargne,2016-03-22,322765.22,suspendu
2003,811,courant,2020-02-07,418888.57,actif
2004,3168,professionnel,2015-12-30,352616.7,actif
2005,4608,courant,2023-04-14,405430.66,actif
2006,1053,professionnel,2017-02-18,268007.27,actif
2007,1978,courant,2015-06-28,405953.88,actif
2008,2850,professionnel,2015-07-03,287568.99,actif
2009,96976,professionnel,2018-03-09,58287.53,cloture
2010,96976,epargne,2022-09-12,229839.85,actif
2011,3093,epargne,2022-01-15,217753.69,actif
2012,96976,epargne,2021-09-15,457635.3,actif
2013,263,courant,2017-03-06,66819.76,actif
2014,96976,epargne,2015-09-04,36185.26,suspendu
2015,3586,epargne,2018-10-03,445551.64,actif
2016,133,courant,2023-01-26,432122.15,actif
2017,2683,courant,2020-03-06,138039.09,actif
2018,2248,epargne,2015-06-17,308390.7,actif
2019,2871,courant,2022-10-16,152022.73,actif
2020,2954,epargne,2020-03-23,70056.25,cloture
2021,431,courant,2021-07-12,123166.45,cloture
2022,3110,courant,2016-02-18,283805.83,cloture
2023,2923,professionnel,2021-06-27,446813.95,actif
2024,2917,professionnel,2017-09-08,319679.39,actif
2025,3594,epargne,2019-06-21,405946.4,actif
2026,369,courant,2018-09-06,463647.02,suspendu
2027,4486,epargne,2015-01-16,486401.37,actif
2028,2741,epargne,2016-01-30,364303.68,suspendu
2029,2221,epargne,2019-05-09,437502.42,actif
2030,1153,courant,2018-11-22,286331.46,actif
2031,1976,courant,2016-02-15,126345.47,actif
2032,3097,professionnel,2016-06-04,186895.68,actif
2033,4754,courant,2017-07-13,178799.06,actif
2034,4820,epargne,2023-12-13,258529.31,actif
2035,2596,courant,2016-01-30,67006.54,actif
2036,2372,courant,2020-06-25,142707.45,actif
2037,3568,epargne,2016-08-11,256916.39,actif
2038,4329,epargne,2023-07-17,25799.15,actif
2039,4391,epargne,2019-02-20,42887.05,actif
2040,691,epargne,2016-07-26,469159.36,actif
2041,3549,epargne,2022-01-07,85415.12,actif
2042,122,epargne,2016-04-27,274396.33,actif
2043,3321,professionnel,2023-12-04,160041.75,actif
2044,2709,epargne,2015-11-25,203273.08,actif
2045,19,courant,2022-04-12,410984.07,actif
2046,2003,professionnel,2016-03-24,186143.86,actif
2047,1608,courant,2021-11-16,16620.19,actif
2048,445,courant,2023-07-18,215868.61,actif
2049,2746,professionnel,2015-04-28,337640.06,suspendu
2050,1132,courant,2019-11-27,370450.22,actif
2051,1257,courant,2021-11-13,204428.83,actif
2052,2581,courant,2019-05-11,159879.25,actif
2053,96976,courant,2016-08-16,491551.96,actif
2054,2047,courant,2023-11-01,70324.76,actif
2055,1120,epargne,2015-08-21,15753.58,actif
2056,4810,courant,2018-02-18,332419.62,actif
2057,3095,courant,2015-06-21,47802.9,actif
2058,380,courant,2016-12-08,379082.34,actif
2059,2513,courant,2018-10-21,287938.04,actif
2060,1428,epargne,2018-02-02,258511.57,suspendu
2061,957,courant,2017-09-10,121628.49,actif
2062,2749,epargne,2019-10-27,166628.28,actif
2063,1522,professionnel,2021-10-19,149200.52,cloture
2064,4993,epargne,2022-04-14,396525.64,actif
2065,4782,professionnel,2022-04-26,214699.38,actif
2066,447,professionnel,2021-01-24,123758.61,cloture
2067,3880,professionnel,2019-02-15,138363.96,actif
2068,2954,courant,2023-01-11,415188.75,actif
2069,755,epargne,2018-01-08,498639.41,suspendu
2070,3312,epargne,2020-08-28,281360.28,actif
2071,3998,epargne,2017-09-06,184865.97,actif
2072,4186,courant,2022-02-01,208244.56,actif
2073,3873,epargne,2018-09-23,124606.8,cloture
2074,3039,courant,2019-11-28,439078.47,cloture
2075,2219,epargne,2022-05-22,359839.59,actif
2076,2770,courant,2021-12-08,63640.91,actif
2077,4724,professionnel,2020-10-07,373968.83,actif
2078,1660,professionnel,2021-08-09,246927.07,actif
2079,2440,courant,2020-10-05,237410.53,actif
2080,3750,professionnel,2022-02-12,475451.06,actif
2081,4482,courant,2020-07-06,135726.72,suspendu
2082,2348,epargne,2020-08-03,250105.64,actif
2083,4733,courant,2022-01-10,392396.13,actif
2084,4411,courant,2020-01-14,282753.38,actif
2085,1937,professionnel,2016-04-24,207640.28,actif
2086,1840,professionnel,2023-07-05,41651.21,actif
2087,4222,professionnel,2018-05-07,347319.1,actif
2088,2006,courant,2023-06-16,403201.53,actif
2089,3110,courant,2023-01-08,345566.67,cloture
2090,34,courant,2019-08-29,268152.73,actif
2091,3949,professionnel,2015-04-29,277965.97,actif
2092,2254,professionnel,2018-07-16,58912.31,suspendu
2093,2339,epargne,2018-05-05,296076.63,actif
2094,3622,epargne,2018-02-16,161657.37,actif
2095,1181,professionnel,2017-10-18,194300.21,actif
2096,2822,epargne,2018-06-28,458580.55,actif
2097,892,epargne,2017-05-11,374025.61,actif
2098,4823,professionnel,2020-02-11,5674.08,actif
2099,4692,epargne,2023-08-08,423240.28,actif
2100,900,courant,2022-01-14,351257.94,actif
2101,2394,professionnel,2022-10-30,44215.59,actif
2102,210,epargne,2018-10-25,109225.41,actif
2103,909,courant,2016-10-13,477966.28,actif
2104,2867,professionnel,2015-06-21,56794.29,cloture
2105,2023,professionnel,2019-08-18,365690.8,actif
2106,667,courant,2018-11-07,115811.9,suspendu
2107,1765,epargne,2022-02-18,416615.38,actif
2108,1681,professionnel,2019-08-28,266739.55,actif
2109,374,professionnel,2019-07-07,44305.45,actif
2110,583,epargne,2023-05-26,300247.71,actif
2111,2057,professionnel,2016-07-20,51864.74,actif
2112,2318,professionnel,2016-05-30,385829.53,actif
2113,2553,professionnel,2017-09-30,446816.02,actif
2114,4339,professionnel,2022-02-05,426607.9,suspendu
2115,3312,professionnel,2015-07-24,373994.86,actif
2116,4934,courant,2019-03-12,145989.03,actif
2117,1644,epargne,2023-07-16,447659.35,suspendu
2118,2477,professionnel,2019-06-11,444077.59,suspendu
2119,1717,epargne,2018-05-12,37343.57,actif
2120,3917,professionnel,2016-08-20,242831.73,suspendu
2121,96976,courant,2018-06-30,460390.35,actif
2122,655,epargne,2023-03-06,49441.02,actif
2123,708,epargne,2016-12-21,101639.09,actif
2124,801,professionnel,2020-04-06,463111.41,cloture
2125,1109,epargne,2022-11-22,334503.45,actif
2126,4267,professionnel,2016-07-02,144664.09,actif
2127,4372,epargne,2020-02-02,158556.89,suspendu
2128,616,professionnel,2018-08-17,484876.41,actif
2129,4179,epargne,2023-05-09,190282.2,cloture
2130,1537,professionnel,2016-03-21,119421.06,cloture
2131,653,courant,2023-06-30,150832.73,suspendu
2132,3105,courant,2019-11-14,84659.63,actif
2133,975,epargne,2019-10-31,438489.28,actif
2134,1946,courant,2020-09-15,108897.49,actif
2135,4890,professionnel,2022-05-16,482905.88,actif
2136,545,epargne,2019-04-23,407074.38,actif
2137,2648,courant,2023-06-15,369796.83,cloture
2138,17,courant,2021-03-07,141497.85,actif
2139,533,professionnel,2022-12-09,291874.74,actif
2140,2261,professionnel,2023-12-11,457450.72,actif
2141,3199,professionnel,2019-10-21,253341.78,suspendu
2142,4898,courant,2015-12-29,15312.75,actif
2143,2792,epargne,2022-09-06,173934.05,actif
2144,3293,courant,2021-03-21,182030.83,actif
2145,1194,courant,2022-08-17,319075.77,actif
2146,1279,epargne,2021-11-16,66634.52,actif
2147,3319,epargne,2015-06-10,129495.28,cloture
2148,3903,courant,2015-09-24,41501.55,cloture
2149,96976,courant,2018-10-14,2546.82,cloture
2150,4172,professionnel,2022-02-28,430572.95,actif
2151,4194,epargne,2016-09-29,438474.39,actif
2152,3374,epargne,2016-01-02,336157.91,suspendu
2153,822,epargne,2017-04-22,268149.32,actif
2154,3340,courant,2018-04-09,250751.1,actif
2155,2877,professionnel,2017-09-29,70003.5,actif
2156,1214,courant,2017-12-23,278033.2,actif
2157,4392,epargne,2023-01-05,163371.08,actif
2158,1578,epargne,2020-01-21,15974.89,actif
2159,320,professionnel,2019-07-24,226185.56,cloture
2160,1870,epargne,2016-09-24,352265.53,suspendu
