usage_id,client_id,date_connexion,canal,action
8132,4267,2022-05-28 01:15:15,BaridNet,virement
8133,2175,2023-11-21 20:46:56,BBM,telechargement releve
8134,630,2021-07-18 19:04:47,BaridNet,telechargement releve
8135,1535,2022-07-23 08:48:34,BBM,virement
8136,1814,2020-04-20 01:09:48,BBM,telechargement releve
8137,1347,2024-06-22 08:17:21,BaridNet,telechargement releve
8138,95,2023-12-27 07:40:44,BaridNet,virement
8139,517,2023-10-31 17:36:45,BaridNet,telechargement releve
8140,2426,2020-06-03 17:52:36,BBM,consultation
8141,2315,2022-10-09 06:45:36,BBM,telechargement releve
8142,4502,2020-06-27 18:36:01,BaridNet,virement
8143,2426,2021-09-19 11:58:39,BBM,virement
8144,2754,2023-10-31 11:11:58,BaridNet,paiement facture
8145,2811,2020-06-16 03:28:49,BaridNet,telechargement releve
8146,632,2023-04-20 16:45:14,BBM,virement
8147,4279,2021-04-25 07:08:01,BaridNet,virement
8148,2249,2024-02-11 16:30:27,BBM,paiement facture
8149,1356,2023-06-29 01:37:29,BBM,consultation
8150,2211,2021-05-09 23:44:44,BaridNet,virement
8151,1498,2020-09-07 18:02:36,BaridNet,consultation
8152,4291,2022-07-11 02:39:52,BBM,virement
8153,3679,2024-10-24 10:28:20,BBM,consultation
8154,3370,2024-02-16 23:16:44,BBM,virement
8155,4256,2022-01-04 02:25:18,BaridNet,consultation
8156,432,2020-02-20 08:08:58,BaridNet,consultation
8157,3163,2023-10-20 09:27:57,BBM,paiement facture
8158,1474,2023-02-02 11:01:37,BBM,telechargement releve
8159,4295,2023-03-15 03:23:36,BBM,telechargement releve
8160,1926,2023-05-09 22:48:54,BBM,telechargement releve
8161,91067,2022-11-30 23:36:39,BBM,paiement facture
8162,886,2021-01-09 13:51:52,BaridNet,telechargement releve
8163,272,2022-08-24 13:06:23,BBM,paiement facture
8164,467,2023-01-01 16:49:00,BaridNet,consultation
8165,1154,2021-10-25 15:48:53,BBM,telechargement releve
8166,2194,2022-02-22 16:24:21,BaridNet,telechargement releve
8167,3314,2022-06-14 00:57:20,BBM,virement
8168,590,2024-02-10 01:05:41,BaridNet,consultation
8169,419,2020-12-31 12:41:57,BaridNet,virement
8170,1459,2020-04-04 05:23:50,BaridNet,telechargement releve
8171,3574,2023-09-24 03:30:56,BaridNet,virement
8172,2751,2021-06-14 05:42:51,BBM,telechargement releve
8173,4016,2020-12-03 01:52:41,BaridNet,paiement facture
8174,4564,2023-03-04 08:22:45,BBM,consultation
8175,3449,2023-04-02 15:56:38,BBM,paiement facture
8176,2231,2023-10-16 18:34:01,BaridNet,virement
8177,305,2021-08-26 08:37:33,BaridNet,consultation
8178,715,2020-12-31 11:29:47,BBM,virement
8179,4950,2020-09-12 23:24:41,BBM,paiement facture
8180,2233,2022-12-16 20:55:04,BaridNet,paiement facture
8181,3504,2021-10-19 17:45:49,BBM,telechargement releve
8182,1856,2020-07-31 20:58:22,BBM,consultation
8183,2388,2023-04-16 00:35:41,BaridNet,virement
8184,1936,2023-07-16 14:03:44,BaridNet,virement
8185,388,2023-06-09 19:30:02,BBM,virement
8186,3364,2024-02-06 09:02:57,BBM,telechargement releve
8187,4303,2021-12-21 01:39:55,BaridNet,virement
8188,353,2021-09-25 08:47:51,BaridNet,consultation
8189,285,2023-07-13 19:58:12,BaridNet,telechargement releve
8190,4368,2020-06-20 12:22:07,BaridNet,virement
8191,1753,2022-12-28 23:48:10,BBM,paiement facture
8192,4080,2024-03-18 22:11:26,BBM,virement
8193,2787,2023-09-17 11:31:23,BaridNet,virement
8194,2101,2024-08-24 15:37:29,BBM,virement
8195,302,2023-09-18 08:41:55,BaridNet,telechargement releve
8196,1067,2023-12-18 20:30:37,BBM,virement
8197,1229,2022-09-04 22:37:00,BBM,telechargement releve
8198,4010,2022-08-12 05:38:26,BaridNet,paiement facture
8199,3109,2024-06-21 09:13:45,BBM,consultation
8200,4174,2020-07-08 14:49:22,BaridNet,paiement facture
8201,1078,2021-04-30 12:32:29,BaridNet,paiement facture
8202,593,2024-01-06 07:18:28,BBM,paiement facture
8203,1406,2022-05-22 22:21:43,BaridNet,paiement facture
8204,846,2020-01-25 20:24:42,BBM,virement
8205,1492,2022-06-21 14:01:47,BBM,telechargement releve
8206,2779,2022-03-21 23:18:50,BaridNet,virement
8207,3200,2020-05-31 03:09:37,BaridNet,virement
8208,1937,2020-11-05 04:30:18,BaridNet,telechargement releve
8209,2719,2022-12-10 18:36:13,BaridNet,consultation
8210,1026,2024-12-07 23:23:11,BaridNet,paiement facture
8211,2826,2024-02-07 18:07:41,BaridNet,virement
8212,3373,2024-09-04 06:58:56,BaridNet,telechargement releve
8213,3880,2023-08-03 02:17:41,BBM,virement
8214,261,2022-03-22 09:54:59,BaridNet,virement
8215,551,2023-10-11 04:06:51,BBM,virement
8216,1920,2024-01-24 16:02:50,BaridNet,paiement facture
8217,287,2023-11-30 22:29:39,BaridNet,virement
8218,58,2020-08-27 04:21:50,BBM,paiement facture
8219,948,2022-09-04 19:40:18,BaridNet,paiement facture
8220,2926,2023-11-10 17:25:26,BaridNet,paiement facture
8221,4295,2020-04-06 02:22:20,BBM,paiement facture
8222,65,2021-08-08 03:24:39,BaridNet,virement
8223,1502,2024-12-19 19:01:03,BBM,virement
8224,1193,2022-01-06 16:02:30,BaridNet,consultation
8225,4328,2024-11-19 14:34:48,BaridNet,virement
8226,345,2022-12-28 08:21:09,BaridNet,virement
8227,2611,2023-11-01 17:24:00,BBM,virement
8228,705,2021-10-26 12:10:50,BBM,consultation
8229,3423,2020-09-29 11:54:06,BaridNet,consultation
8230,1261,2021-02-09 09:35:00,BaridNet,virement
8231,3001,2024-12-07 00:30:04,BaridNet,virement
8232,1325,2021-07-15 02:23:45,BBM,virement
8233,1494,2024-03-16 12:58:25,BBM,virement
8234,1083,2021-03-03 00:55:48,BBM,telechargement releve
8235,367,2023-06-21 20:24:25,BBM,virement
8236,301,2023-04-07 17:37:43,BBM,consultation
8237,1007,2022-02-19 01:52:05,BBM,consultation
8238,821,2020-07-18 08:02:39,BBM,telechargement releve
8239,564,2023-11-04 05:51:02,BBM,telechargement releve
8240,1046,2020-02-27 13:15:05,BaridNet,telechargement releve
8241,3229,2023-07-29 17:50:48,BaridNet,consultation
8242,1797,2020-02-23 04:05:03,BaridNet,consultation
8243,4025,2024-11-19 13:22:14,BaridNet,paiement facture
8244,4815,2021-10-22 19:22:10,BBM,consultation
8245,435,2020-02-10 05:42:47,BaridNet,virement
8246,3624,2024-01-08 22:49:18,BaridNet,paiement facture
8247,2553,2020-12-17 14:13:57,BBM,consultation
8248,2374,2024-08-10 21:31:23,BBM,consultation
8249,3899,2022-07-02 17:46:17,BaridNet,telechargement releve
8250,3398,2023-12-21 20:08:49,BBM,paiement facture
8251,3691,2020-05-09 18:55:02,BBM,telechargement releve
8252,4883,2023-11-28 23:09:43,BaridNet,paiement facture
8253,4236,2024-07-19 07:58:18,BBM,virement
8254,1201,2020-09-05 19:38:54,BBM,virement
8255,2546,2020-09-11 06:12:31,BaridNet,paiement facture
8256,180,2022-10-22 00:26:41,BaridNet,consultation
8257,2667,2021-02-21 03:05:48,BaridNet,telechargement releve
8258,3574,2022-03-25 23:49:56,BaridNet,consultation
8259,4402,2023-05-29 21:45:05,BaridNet,consultation
8260,1968,2021-09-01 16:16:24,BaridNet,virement
8261,1404,2021-12-24 16:20:27,BaridNet,virement
8262,2895,2023-01-29 12:31:11,BaridNet,consultation
8263,3611,2022-09-29 19:42:11,BBM,paiement facture
8264,4895,2023-08-11 03:48:21,BBM,virement
8265,1109,2023-07-26 02:17:27,BBM,paiement facture
8266,486,2022-12-23 00:45:05,BBM,consultation
8267,3315,2020-12-22 13:19:25,BBM,telechargement releve
8268,91067,2021-02-02 00:46:50,BBM,paiement facture
8269,1739,2024-03-27 19:35:12,BaridNet,virement
8270,1672,2021-07-22 08:24:57,BaridNet,virement
8271,2506,2023-09-26 07:57:57,BBM,telechargement releve
8272,57,2021-09-18 08:20:36,BBM,paiement facture
8273,786,2021-08-28 15:30:09,BaridNet,telechargement releve
8274,3756,2021-05-19 13:33:53,BaridNet,consultation
8275,3515,2024-08-07 10:25:09,BaridNet,virement
8276,3413,2021-01-07 12:17:48,BBM,paiement facture
8277,607,2020-03-24 05:27:10,BaridNet,virement
8278,91067,2021-04-05 00:20:13,BaridNet,paiement facture
8279,57,2024-03-31 10:42:58,BBM,consultation
8280,4363,2020-09-12 14:42:55,BaridNet,telechargement releve
8281,3034,2024-09-14 13:44:44,BaridNet,virement
8282,4328,2022-08-15 23:03:19,BBM,telechargement releve
8283,4189,2022-07-09 19:11:16,BaridNet,virement
8284,3146,2020-04-16 21:00:31,BBM,paiement facture
8285,4564,2020-07-12 20:57:58,BBM,telechargement releve
8286,3844,2022-04-07 04:17:47,BBM,consultation
8287,3256,2023-01-22 16:35:17,BaridNet,telechargement releve
8288,4625,2022-10-09 09:00:09,BaridNet,paiement facture
8289,665,2023-11-04 13:47:59,BaridNet,paiement facture
8290,2301,2023-05-26 09:46:36,BaridNet,consultation
8291,3034,2022-09-12 12:40:07,BBM,telechargement releve
8292,4368,2024-05-26 16:21:48,BBM,consultation
8293,1069,2020-07-14 23:30:51,BBM,consultation
8294,2623,2023-02-14 14:18:23,BBM,consultation
8295,2711,2021-04-14 13:54:51,BBM,virement
8296,4769,2023-07-22 01:15:30,BaridNet,paiement facture
8297,2262,2021-02-27 16:18:12,BaridNet,virement
8298,2301,2021-06-13 18:45:12,BaridNet,telechargement releve
8299,624,2024-01-30 10:04:45,BBM,consultation
8300,714,2022-10-06 20:25:28,BaridNet,consultation
8301,3568,2024-12-11 02:07:36,BaridNet,telechargement releve
8302,4294,2020-08-26 02:18:04,BaridNet,telechargement releve
8303,983,2022-07-08 15:18:33,BBM,virement
8304,1919,2022-12-10 05:24:06,BBM,telechargement releve
8305,2448,2020-11-29 11:35:26,BaridNet,paiement facture
8306,371,2023-05-23 13:34:58,BaridNet,telechargement releve
8307,1803,2024-07-28 23:03:43,BaridNet,telechargement releve
8308,3807,2021-10-10 21:28:36,BBM,paiement facture
8309,3848,2020-06-02 07:49:02,BBM,virement
8310,4682,2022-08-11 01:55:55,BaridNet,paiement facture
8311,4707,2020-10-31 06:18:15,BBM,paiement facture
8312,1519,2022-03-22 17:42:27,BaridNet,telechargement releve
8313,4412,2024-12-10 22:22:41,BaridNet,paiement facture
8314,1191,2023-11-14 09:01:31,BBM,virement
8315,4469,2021-09-03 06:03:56,BaridNet,consultation
8316,4747,2024-06-04 19:19:13,BaridNet,consultation
8317,3217,2022-06-08 21:14:28,BaridNet,telechargement releve
8318,1421,2023-11-25 04:52:45,BaridNet,paiement facture
8319,1604,2023-06-29 05:38:11,BBM,telechargement releve
8320,9,2021-05-10 09:12:28,BBM,telechargement releve
8321,4172,2020-09-18 16:35:54,BBM,paiement facture
8322,3717,2024-06-24 20:33:21,BBM,telechargement releve
8323,2862,2020-12-04 00:56:57,BaridNet,virement
8324,5000,2023-05-24 00:57:07,BBM,paiement facture
8325,4689,2021-06-17 17:28:46,BaridNet,telechargement releve
8326,2547,2024-12-30 07:37:15,BBM,paiement facture
8327,3294,2021-08-09 18:09:28,BBM,paiement facture
8328,3904,2022-03-10 14:47:25,BaridNet,paiement facture
8329,2319,2023-04-16 03:42:51,BaridNet,consultation
8330,1826,2021-06-12 21:47:03,BBM,telechargement releve
8331,4220,2022-10-10 21:31:09,BaridNet,paiement facture
8332,2789,2023-03-06 21:23:15,BBM,telechargement releve
8333,1031,2023-09-12 06:43:53,BaridNet,consultation
8334,1736,2024-08-30 12:41:57,BBM,paiement facture
8335,1547,2024-04-17 09:17:49,BBM,paiement facture
8336,2359,2021-10-31 13:26:24,BBM,telechargement releve
8337,466,2024-08-03 07:10:38,BaridNet,consultation
8338,4549,2020-02-06 22:28:37,BBM,consultation
8339,2432,2022-05-05 16:59:17,BaridNet,paiement facture
8340,4498,2021-01-29 07:10:01,BaridNet,paiement facture
8341,1907,2024-05-28 10:40:58,BaridNet,virement
8342,2227,2024-04-28 05:20:29,BBM,virement
8343,2899,2023-07-03 10:19:50,BaridNet,virement
8344,4163,2021-07-04 01:28:21,BaridNet,telechargement releve
8345,3413,2021-07-26 04:01:55,BBM,virement
8346,1336,2023-12-20 06:02:42,BBM,consultation
8347,2963,2024-10-28 23:49:36,BaridNet,consultation
8348,2864,2022-05-28 13:31:44,BBM,telechargement releve
8349,1768,2021-03-09 00:36:53,BaridNet,virement
8350,1671,2022-11-12 12:27:55,BBM,consultation
8351,745,2024-03-17 16:51:54,BaridNet,paiement facture
8352,1050,2023-05-24 09:11:03,BBM,consultation
8353,3795,2022-12-01 21:02:40,BBM,consultation
8354,940,2021-03-04 00:04:17,BaridNet,consultation
8355,2980,2022-07-15 12:56:58,BaridNet,virement
8356,318,2023-06-20 19:15:59,BaridNet,consultation
8357,4348,2023-01-23 06:30:41,BaridNet,telechargement releve
8358,4986,2021-04-27 05:29:54,BaridNet,virement
8359,932,2020-04-20 01:35:25,BaridNet,telechargement releve
8360,3609,2024-03-13 19:44:10,BaridNet,virement
8361,54,2023-04-08 19:27:53,BBM,virement
8362,1049,2021-08-09 09:19:27,BBM,paiement facture
8363,335,2023-01-22 22:08:37,BBM,virement
8364,327,2022-11-06 05:55:12,BaridNet,telechargement releve
8365,2989,2023-06-07 15:42:35,BaridNet,virement
8366,1682,2021-05-22 21:16:01,BaridNet,paiement facture
8367,3362,2023-07-26 00:13:13,BaridNet,virement
8368,2240,2021-11-28 04:17:20,BBM,virement
8369,4450,2020-01-26 01:33:23,BaridNet,consultation
8370,586,2022-06-26 03:03:01,BaridNet,consultation
8371,1716,2022-08-13 15:06:15,BBM,consultation
8372,2424,2020-09-25 07:00:21,BaridNet,paiement facture
8373,1991,2021-05-04 12:11:45,BBM,virement
8374,4333,2023-11-24 02:05:56,BBM,consultation
8375,2400,2022-01-06 08:47:08,BBM,telechargement releve
8376,4936,2020-08-14 13:22:01,BaridNet,virement
8377,91067,2023-06-21 01:46:23,BaridNet,telechargement releve
8378,2393,2020-01-12 13:33:37,BaridNet,consultation
8379,4746,2023-08-16 10:49:51,BaridNet,consultation
8380,2347,2020-11-25 13:54:59,BaridNet,consultation
8381,2162,2023-03-19 15:09:00,BaridNet,telechargement releve
8382,1189,2020-08-03 06:29:26,BaridNet,consultation
8383,4538,2021-08-12 09:10:32,BBM,consultation
8384,91067,2022-08-06 19:59:07,BBM,consultation
8385,2533,2021-04-01 18:15:32,BBM,telechargement releve
8386,2134,2021-06-07 00:12:52,BBM,consultation
8387,852,2023-04-23 04:22:59,BBM,virement
8388,3939,2021-07-31 06:57:12,BBM,consultation
8389,498,2022-04-26 08:23:27,BaridNet,telechargement releve
8390,158,2023-09-23 10:57:13,BaridNet,virement
8391,3168,2021-08-17 08:48:43,BaridNet,consultation
8392,4864,2020-08-23 15:43:26,BBM,paiement facture
8393,4677,2020-03-31 18:10:08,BBM,consultation
8394,1984,2020-03-11 13:37:30,BBM,virement
8395,1536,2022-01-17 08:55:18,BBM,paiement facture
8396,3466,2022-02-28 19:59:31,BBM,consultation
8397,4105,2021-08-07 16:32:10,BBM,paiement facture
8398,522,2020-04-12 07:12:52,BBM,consultation
8399,3169,2020-08-18 14:48:10,BaridNet,consultation
8400,667,2024-10-21 03:23:09,BBM,consultation
8401,2039,2021-01-25 00:07:31,BaridNet,paiement facture
8402,380,2022-03-28 21:44:34,BaridNet,consultation
8403,1913,2021-07-08 23:40:38,BBM,consultation
8404,1406,2020-07-28 01:43:26,BBM,paiement facture
8405,2771,2022-07-08 02:11:35,BBM,consultation
8406,3037,2024-10-05 22:54:55,BBM,virement
8407,3378,2023-09-28 00:14:40,BaridNet,telechargement releve
8408,4953,2020-10-11 00:17:33,BBM,consultation
8409,4212,2024-07-14 05:15:06,BaridNet,telechargement releve
8410,1574,2023-05-23 07:55:43,BaridNet,consultation
8411,978,2024-06-08 00:54:19,BaridNet,consultation
8412,4056,2023-04-06 05:52:20,BBM,consultation
8413,1870,2023-05-30 11:46:33,BaridNet,telechargement releve
8414,2001,2021-11-13 02:52:41,BBM,virement
8415,744,2024-05-29 02:11:13,BaridNet,consultation
8416,3483,2024-03-25 14:46:21,BaridNet,paiement facture
8417,961,2020-09-19 06:17:55,BBM,consultation
8418,2019,2024-10-24 11:50:15,BBM,virement
8419,4102,2022-04-02 18:45:16,BBM,consultation
8420,2075,2020-11-17 06:02:26,BBM,virement
8421,594,2021-10-30 00:06:43,BBM,paiement facture
8422,4556,2023-09-15 22:47:39,BBM,paiement facture
8423,2888,2021-09-03 03:13:07,BaridNet,consultation
8424,2589,2020-03-06 01:58:41,BBM,consultation
8425,3316,2024-03-25 22:31:35,BaridNet,virement
8426,300,2023-06-19 08:50:50,BaridNet,consultation
8427,2352,2020-05-16 11:49:12,BBM,telechargement releve
8428,3849,2020-02-28 04:48:52,BBM,paiement facture
8429,3036,2024-09-16 10:59:59,BBM,paiement facture
8430,1298,2024-03-14 10:04:54,BBM,paiement facture
8431,2234,2024-11-23 13:48:35,BBM,telechargement releve
8432,2488,2021-08-21 20:11:27,BBM,virement
8433,2514,2023-07-18 22:11:30,BaridNet,consultation
8434,866,2020-08-17 00:52:00,BaridNet,consultation
8435,457,2020-04-24 01:12:56,BBM,telechargement releve
8436,4289,2021-02-22 18:05:38,BBM,virement
8437,2039,2020-07-20 21:50:13,BBM,consultation
8438,2625,2021-04-30 08:46:52,BBM,paiement facture
8439,3668,2024-09-21 10:24:55,BBM,paiement facture
8440,3534,2022-07-12 02:57:36,BBM,virement
8441,1471,2020-01-10 17:12:19,BaridNet,paiement facture
8442,2685,2020-09-18 15:43:15,BBM,consultation
8443,4403,2023-10-05 08:54:46,BaridNet,telechargement releve
8444,88,2022-05-10 20:30:06,BBM,telechargement releve
8445,4111,2023-10-31 06:42:08,BaridNet,paiement facture
8446,4585,2023-10-09 13:47:21,BBM,telechargement releve
8447,1837,2022-10-31 19:03:54,BaridNet,telechargement releve
8448,4073,2023-03-15 14:38:52,BBM,telechargement releve
8449,4302,2020-07-04 16:28:32,BBM,paiement facture
8450,290,2021-01-08 14:48:21,BaridNet,telechargement releve
8451,2501,2022-04-14 08:44:33,BaridNet,paiement facture
8452,2710,2024-10-18 03:15:57,BBM,consultation
8453,4895,2022-02-03 14:31:42,BaridNet,virement
8454,3108,2022-11-20 14:29:29,BBM,paiement facture
8455,2027,2020-08-12 05:50:57,BaridNet,telechargement releve
8456,3214,2020-09-06 02:45:53,BBM,virement
8457,619,2024-09-22 12:40:59,BBM,paiement facture
8458,4731,2023-01-08 09:11:16,BaridNet,virement
8459,1798,2021-10-21 03:17:56,BBM,virement
8460,4525,2020-05-29 22:37:03,BaridNet,consultation
8461,3069,2020-05-01 03:06:40,BBM,paiement facture
8462,4693,2022-10-21 23:28:51,BaridNet,telechargement releve
8463,3831,2020-08-23 06:55:23,BaridNet,virement
8464,4666,2021-03-18 22:53:04,BaridNet,telechargement releve
8465,4359,2022-06-24 00:28:40,BBM,telechargement releve
8466,3348,2021-06-26 09:20:35,BBM,virement
8467,3000,2022-06-09 22:42:00,BBM,consultation
8468,4733,2024-05-14 21:40:45,BaridNet,consultation
8469,4470,2022-06-30 00:31:51,BaridNet,telechargement releve
8470,3338,2021-04-09 23:40:15,BaridNet,telechargement releve
8471,820,2022-11-13 17:03:06,BBM,consultation
8472,2225,2022-05-31 15:34:58,BaridNet,telechargement releve
8473,2394,2021-08-21 09:03:57,BaridNet,telechargement releve
8474,2816,2022-04-22 03:05:13,BaridNet,paiement facture
8475,1688,2020-10-07 04:49:50,BaridNet,telechargement releve
8476,3957,2022-07-15 11:26:23,BBM,consultation
8477,1987,2021-11-22 20:12:37,BaridNet,paiement facture
8478,163,2021-06-24 18:25:24,BaridNet,consultation
8479,4066,2021-02-18 06:40:52,BBM,consultation
8480,4762,2023-12-14 14:15:54,BBM,consultation
8481,1035,2022-09-04 08:31:22,BBM,paiement facture
8482,4357,2024-03-22 11:01:28,BBM,virement
8483,3413,2021-03-28 11:58:56,BBM,virement
8484,1198,2020-12-28 13:56:37,BaridNet,telechargement releve
8485,1830,2022-06-17 07:27:54,BBM,virement
8486,2052,2020-08-15 19:30:03,BBM,telechargement releve
8487,467,2022-10-22 22:05:31,BBM,consultation
8488,1894,2023-04-06 15:21:42,BaridNet,paiement facture
8489,4221,2022-07-18 09:52:03,BaridNet,consultation
8490,4329,2024-07-29 14:54:21,BBM,virement
8491,3055,2022-04-21 11:01:46,BBM,consultation
8492,2219,2020-10-14 14:38:01,BaridNet,telechargement releve
8493,1186,2020-01-01 10:34:40,BBM,paiement facture
8494,3906,2022-08-30 00:12:45,BaridNet,paiement facture
8495,1847,2022-11-15 12:14:28,BaridNet,consultation
8496,2875,2024-06-27 18:38:40,BBM,telechargement releve
8497,3381,2024-12-10 17:41:37,BaridNet,consultation
8498,456,2020-10-25 22:58:11,BaridNet,paiement facture
8499,4090,2021-12-14 22:38:20,BBM,virement
8500,4472,2022-06-22 13:21:07,BBM,telechargement releve
8501,2149,2023-09-03 09:06:51,BaridNet,paiement facture
8502,3847,2024-06-19 07:49:10,BBM,paiement facture
8503,2226,2020-03-27 02:13:29,BaridNet,consultation
8504,4230,2021-07-11 04:45:50,BaridNet,virement
8505,4951,2023-03-05 18:23:27,BBM,paiement facture
8506,2570,2023-11-10 14:03:15,BBM,virement
8507,3354,2023-08-16 11:57:29,BaridNet,paiement facture
8508,835,2024-04-22 00:52:44,BBM,virement
8509,4460,2024-12-06 12:15:57,BBM,virement
8510,4566,2024-04-17 11:28:59,BBM,telechargement releve
8511,2597,2021-05-04 18:40:22,BaridNet,consultation
8512,4670,2023-10-08 05:38:26,BBM,virement
8513,1088,2023-03-09 02:03:45,BaridNet,consultation
8514,4221,2022-02-16 23:27:06,BaridNet,paiement facture
8515,3495,2021-08-14 23:33:58,BaridNet,virement
8516,3462,2024-11-05 06:12:00,BaridNet,consultation
8517,2855,2023-04-21 17:00:57,BBM,virement
8518,3351,2024-08-27 22:23:19,BBM,virement
8519,1157,2022-07-29 08:53:53,BaridNet,telechargement releve
8520,3,2020-11-06 04:04:06,BBM,telechargement releve
8521,146,2023-12-09 03:14:57,BaridNet,consultation
8522,1658,2021-06-20 18:00:28,BaridNet,paiement facture
8523,244,2020-05-24 05:00:10,BBM,virement
8524,1579,2023-08-04 09:33:08,BBM,consultation
8525,91067,2024-08-25 11:17:10,BBM,paiement facture
8526,4141,2023-07-22 08:22:46,BaridNet,paiement facture
8527,3804,2024-06-15 07:09:33,BaridNet,consultation
8528,4196,2024-12-26 05:02:31,BaridNet,telechargement releve
8529,2402,2023-08-05 17:16:38,BBM,paiement facture
8530,4017,2024-08-28 18:02:47,BaridNet,consultation
8531,1637,2023-06-18 21:20:12,BaridNet,virement
8532,4705,2022-12-17 08:02:24,BaridNet,virement
8533,1112,2020-07-28 23:07:18,BBM,telechargement releve
8534,4479,2022-02-03 06:32:05,BaridNet,consultation
8535,325,2022-06-08 13:28:36,BaridNet,paiement facture
8536,1827,2023-01-04 20:59:57,BBM,virement
8537,3739,2023-09-24 11:20:04,BBM,telechargement releve
8538,3382,2023-01-25 11:22:42,BBM,consultation
8539,4552,2022-03-27 12:17:43,BBM,paiement facture
8540,3672,2024-01-28 06:29:32,BaridNet,telechargement releve
8541,1963,2020-05-31 16:52:15,BaridNet,paiement facture
8542,3654,2022-02-04 07:44:09,BBM,consultation
8543,2817,2024-09-15 19:11:22,BaridNet,consultation
8544,1706,2021-05-25 23:24:08,BBM,paiement facture
8545,3527,2023-03-27 08:33:03,BaridNet,paiement facture
8546,3745,2022-04-11 08:56:03,BBM,virement
8547,2403,2022-09-14 18:27:18,BBM,consultation
8548,4836,2021-03-22 09:22:18,BBM,virement
8549,455,2020-08-26 17:13:31,BBM,consultation
8550,4756,2024-12-18 20:23:41,BaridNet,paiement facture
8551,1008,2021-08-04 22:53:29,BaridNet,paiement facture
8552,1253,2022-03-06 10:22:34,BBM,telechargement releve
8553,3651,2021-12-13 02:35:33,BBM,telechargement releve
8554,69,2020-07-10 03:35:53,BBM,telechargement releve
8555,3668,2020-06-29 22:21:53,BaridNet,virement
8556,4892,2022-06-15 22:26:35,BBM,telechargement releve
8557,2066,2024-08-07 15:06:12,BBM,telechargement releve
8558,484,2021-05-10 03:25:05,BBM,consultation
8559,2642,2022-08-28 00:29:39,BaridNet,telechargement releve
8560,4078,2021-05-15 03:21:45,BBM,telechargement releve
8561,4011,2020-12-09 08:50:02,BBM,telechargement releve
8562,3046,2023-05-24 20:35:22,BaridNet,virement
8563,1204,2023-02-27 03:09:12,BaridNet,telechargement releve
8564,1250,2024-06-14 00:14:57,BBM,telechargement releve
8565,235,2020-05-25 14:04:14,BaridNet,paiement facture
8566,332,2022-09-09 12:50:18,BaridNet,telechargement releve
8567,319,2023-06-27 07:08:51,BaridNet,virement
8568,449,2023-09-16 03:24:35,BaridNet,consultation
8569,3712,2024-09-06 23:42:24,BBM,virement
8570,634,2022-05-14 02:32:29,BaridNet,consultation
8571,158,2023-07-09 16:10:03,BaridNet,virement
8572,3910,2023-10-07 18:03:23,BBM,paiement facture
8573,425,2023-07-24 10:41:56,BaridNet,consultation
8574,513,2020-04-22 15:04:11,BaridNet,paiement facture
8575,721,2020-06-18 12:05:43,BaridNet,virement
8576,230,2022-10-08 06:11:13,BBM,consultation
8577,2346,2024-10-15 22:58:53,BBM,consultation
8578,2632,2020-06-09 18:25:34,BaridNet,consultation
8579,91067,2022-09-19 01:42:06,BBM,virement
8580,2456,2024-10-29 03:12:48,BBM,paiement facture
8581,1761,2024-07-06 14:35:53,BBM,consultation
8582,3238,2021-11-08 09:42:40,BaridNet,paiement facture
8583,518,2023-08-04 20:41:56,BaridNet,telechargement releve
8584,3076,2021-12-08 05:51:43,BaridNet,virement
8585,804,2021-08-29 21:11:22,BBM,virement
8586,3416,2022-02-20 22:41:04,BaridNet,consultation
8587,43,2022-01-03 07:20:33,BBM,paiement facture
8588,1055,2023-07-09 09:57:22,BaridNet,paiement facture
8589,124,2021-09-26 07:40:50,BBM,telechargement releve
8590,1883,2020-11-22 05:36:50,BBM,consultation
8591,2853,2023-12-13 13:31:11,BaridNet,consultation
8592,3202,2023-01-24 18:44:31,BaridNet,telechargement releve
8593,737,2021-01-28 23:40:13,BBM,telechargement releve
8594,3736,2023-01-13 17:21:57,BBM,paiement facture
8595,2791,2020-10-14 02:15:58,BBM,paiement facture
8596,2741,2021-03-17 20:15:31,BaridNet,telechargement releve
8597,91067,2024-07-25 15:47:43,BBM,consultation
8598,551,2020-06-03 21:13:23,BaridNet,virement
8599,1196,2021-02-11 23:17:54,BaridNet,paiement facture
8600,1267,2021-08-25 10:20:05,BaridNet,telechargement releve
8601,1390,2021-10-01 12:02:14,BBM,virement
8602,2560,2023-04-19 00:42:29,BaridNet,paiement facture
8603,1778,2023-01-19 08:57:10,BaridNet,virement
8604,3594,2023-11-19 19:02:37,BaridNet,virement
8605,2291,2021-10-24 23:08:36,BaridNet,paiement facture
8606,527,2023-01-09 17:15:13,BaridNet,telechargement releve
8607,4777,2021-01-12 11:09:42,BaridNet,telechargement releve
8608,2018,2024-09-06 15:04:46,BBM,paiement facture
8609,1377,2023-06-03 20:05:00,BBM,virement
8610,3532,2020-07-23 09:57:29,BBM,virement
8611,815,2021-08-17 07:57:15,BBM,consultation
8612,365,2022-09-10 04:24:22,BaridNet,telechargement releve
8613,4302,2023-09-23 02:08:22,BaridNet,virement
8614,2863,2020-11-19 22:08:19,BBM,telechargement releve
8615,3933,2023-05-13 15:58:49,BBM,paiement facture
8616,788,2020-09-23 13:23:27,BaridNet,telechargement releve
8617,1911,2023-06-13 04:01:59,BaridNet,paiement facture
